event_id,season,pdf_format,pdf_filename,division,distance_m,round,skater_name,time_text,time_seconds,flag
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Men,1500,Distance Classification,Caleb Park,01:28.2,88.181,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Men,1500,Distance Classification,Jonathan So,01:28.4,88.406,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Men,1500,Distance Classification,S Marshall Shupe Ii,01:28.6,88.615,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Kristen Santos,01:28.8,88.809,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Maame Biney,01:29.0,88.996,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Corinne Stoddard,01:29.3,89.31,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Men,1500,Distance Classification,Jing-Kye Yen,01:29.9,89.881,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Julie Letai,01:30.0,89.975,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Eunice Lee,01:30.2,90.199,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Hailey Choi,01:30.2,90.229,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Jenell Berhorst,01:32.8,92.797,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Rebecca Simmons,01:33.2,93.229,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Kamryn Lute,01:33.4,93.386,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Isabella Main,01:33.8,93.75,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Grace Lee,01:35.2,95.196,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Caroline Anderson,01:35.2,95.204,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Katherine Liu,01:35.6,95.6,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Saryn Kwon,01:36.3,96.261,TIME_LIKELY_MISLABELED_DIST
130,2021-2022,llm,2022OSTTT_Result_Protocol.pdf,Women,1500,Distance Classification,Louisiana Stahl,01:38.7,98.71,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,Bae Ilchan,00:31.0,30.974,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,YI Luke,00:31.3,31.298,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,Huang Hannah,00:31.9,31.947,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,Cho Elliana,00:32.1,32.137,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,LI Evan,00:33.0,33.001,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 14 Heartland Men B,1500,Race 66 SUPER FINAL Heat 2 Group A,Smith Landon,00:33.8,33.804,TIME_LIKELY_MISLABELED_DIST
117,2022-2023,tempus_results,2023_Buffalo_CH_combined.pdf,DIVISION 1 Heartland Men A,1500,Race 165 SUPER FINAL Heat 1 Group A,Lippa Sean,01:39.8,99.796,TIME_LIKELY_MISLABELED_DIST
115,2022-2023,llm,2023_Great_Lakes_ST_combined.pdf,Sturgeon's,1500,Distance Classification,Anthony Paladino,01:45.4,105.42,TIME_LIKELY_MISLABELED_DIST
115,2022-2023,llm,2023_Great_Lakes_ST_combined.pdf,Sturgeon's,1500,Distance Classification,Kieran Collins,01:47.9,107.86,TIME_LIKELY_MISLABELED_DIST
115,2022-2023,llm,2023_Great_Lakes_ST_combined.pdf,Sturgeon's,1500,Distance Classification,Andy Endo,01:50.0,110,TIME_LIKELY_MISLABELED_DIST
115,2022-2023,llm,2023_Great_Lakes_ST_combined.pdf,Sturgeon's,1500,Distance Classification,Brady Broughton,01:54.6,114.58,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Therese Sowa,01:56.1,116.14,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Luke Yi,01:56.2,116.19,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Lucas Li,01:56.7,116.75,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Phoenix Abernathy,01:56.8,116.83,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Ayden Lee,01:57.2,117.25,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Henry Sowa,01:57.8,117.79,TIME_LIKELY_MISLABELED_DIST
97,2022-2023,llm,2023_MASTC_Overall_Classification_and_Time_Classification.pdf,,1500,,Eli Louz,01:58.3,118.32,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Luka Sullivan,01:22.9,82.94,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Anson Quinn,01:25.0,84.96,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Andrew Love,01:27.2,87.15,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Mark Yanagihara,01:29.8,89.83,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Martin Haire,01:34.6,94.59,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Liam Myers,01:38.4,98.41,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Maxime Letourneau,01:40.3,100.3,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Marc Hinton,01:42.4,102.38,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Vince Morris,01:42.9,102.86,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Sidney Chu,01:43.6,103.64,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Julie Gehring,01:44.6,104.64,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Jonathan Furminger,01:46.6,106.64,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Renata Kenzie,01:50.1,110.06,TIME_LIKELY_MISLABELED_DIST
83,2023-2024,llm,2023_Adirondack_Sprint_Championshp_Protocol_Book.pdf,Men,1500,,Nagi Aitbayeva,01:57.3,117.29,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Makayla Chou,01:45.7,105.73,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Kassandra Haeupl,01:48.2,108.16,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Tatyana Pometun,01:48.7,108.73,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Diana Bickmore,01:50.3,110.34,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Sasha Mensah,01:50.5,110.52,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Sarah Girach,01:53.4,113.38,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Nagi Aitbayeva,01:54.6,114.58,TIME_LIKELY_MISLABELED_DIST
78,2023-2024,llm,2024_January_Thaw_Protocal_Report.pdf,NEST Ladies,1500,,Sara Cushman,01:55.6,115.64,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 7 Steed,1500,Race 62 SUPER FINAL Heat 2 Group A,Liu Ethan,00:31.9,31.87,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 7 Steed,1500,Race 62 SUPER FINAL Heat 2 Group A,Taub Theodore,00:32.6,32.65,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 7 Steed,1500,Race 62 SUPER FINAL Heat 2 Group A,Krishna Sage,00:33.3,33.28,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 7 Steed,1500,Race 62 SUPER FINAL Heat 2 Group A,Lee Ethan,00:34.6,34.65,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 7 Steed,1500,Race 62 SUPER FINAL Heat 2 Group A,Cerrone Magdalena,00:37.0,36.98,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 1 Nest Woman,1500,Race 78 SUPER FINAL Heat 2 Group A,Kelly Hugo Arthur,00:51.9,51.91,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 1 Nest Woman,1500,Race 78 SUPER FINAL Heat 2 Group A,Hao Richard,00:53.0,53,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 1 Nest Woman,1500,Race 78 SUPER FINAL Heat 2 Group A,Double Zachary,00:53.5,53.47,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 1 Nest Woman,1500,Race 78 SUPER FINAL Heat 2 Group A,Zheng Ryan,00:53.7,53.74,TIME_LIKELY_MISLABELED_DIST
59,2024-2025,tempus_results,2024SaratogaCupProtocol.pdf,DIVISION 1 Nest Woman,1500,Race 78 SUPER FINAL Heat 2 Group A,Zheng Ethan,01:10.6,70.58,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 3 Heartland M A,1500,Race 52 SUPER FINAL Heat 4/4 Group A,Sonn Andrew,00:48.4,48.426,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 3 Heartland M A,1500,Race 52 SUPER FINAL Heat 4/4 Group A,Sulkoske Ian,00:49.1,49.072,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 3 Heartland M A,1500,Race 52 SUPER FINAL Heat 4/4 Group A,Wilkinson Luke,00:49.4,49.38,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 3 Heartland M A,1500,Race 52 SUPER FINAL Heat 4/4 Group A,Einsla Russel,00:49.7,49.688,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 3 Heartland M A,1500,Race 52 SUPER FINAL Heat 4/4 Group A,Reinold Seth,00:49.9,49.936,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 4 Heartland M B,1500,Race 129 SUPER FINAL Heat 2/2 Group A,Kim Charlotte,01:44.3,104.337,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 4 Heartland M B,1500,Race 129 SUPER FINAL Heat 2/2 Group A,Lin Lindsay,01:44.7,104.666,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 4 Heartland M B,1500,Race 129 SUPER FINAL Heat 2/2 Group A,WU Justin,01:45.1,105.084,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 4 Heartland M B,1500,Race 129 SUPER FINAL Heat 2/2 Group A,Montes Jax,01:45.4,105.423,TIME_LIKELY_MISLABELED_DIST
22,2025-2026,tempus_results,2025_Buffalo_CH_Heartland_1.pdf,DIVISION 4 Heartland M B,1500,Race 129 SUPER FINAL Heat 2/2 Group A,Wong Jayden,01:48.5,108.502,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 90 SUPER FINAL Heat 3 Group A,Andrews Ian,00:38.1,38.135,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 90 SUPER FINAL Heat 3 Group A,Borbat Katerina,00:38.9,38.919,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 89 SUPER FINAL Heat 2 Group B,Obrien Sophie,00:39.7,39.679,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 90 SUPER FINAL Heat 3 Group A,Chen Sarah,00:40.0,39.979,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 89 SUPER FINAL Heat 2 Group B,Abramovich James,00:40.0,40.021,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 89 SUPER FINAL Heat 2 Group B,Bourquin Elizabeth,00:40.5,40.549,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 4 Scholastic A,1500,Race 89 SUPER FINAL Heat 2 Group B,Hoffman Maren,00:50.0,49.963,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 62 SUPER FINAL Heat 2 Group A,Sheltonwhite Christian,01:49.0,108.965,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 62 SUPER FINAL Heat 2 Group A,Zheng Ethan,01:49.2,109.213,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 63 SUPER FINAL Heat 3 Group A,Ramachandran Harshini,01:51.6,111.586,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 63 SUPER FINAL Heat 3 Group A,Tylwalk Adrian,01:54.9,114.862,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 64 SUPER FINAL Heat 4 Group A,Watts Jabari,01:56.0,115.966,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 64 SUPER FINAL Heat 4 Group A,Lucas Dylan,01:57.3,117.303,TIME_LIKELY_MISLABELED_DIST
43,2024-2025,tempus_results,2025Empire_States_ST_Protocol.pdf,DIVISION 3 Master/Open,1500,Race 62 SUPER FINAL Heat 2 Group A,Bhatt Shaunak,01:58.1,118.103,TIME_LIKELY_MISLABELED_DIST
19,2025-2026,tempus_results,2025_Saratoga_Cup_update.pdf,DIVISION 3 Colts,1500,Race 55 SUPER FINAL Heat 3/3 Group A,Cericola Gavin,00:56.5,56.55,TIME_LIKELY_MISLABELED_DIST
19,2025-2026,tempus_results,2025_Saratoga_Cup_update.pdf,DIVISION 3 Colts,1500,Race 55 SUPER FINAL Heat 3/3 Group A,Debicki Barosz,00:57.1,57.081,TIME_LIKELY_MISLABELED_DIST
19,2025-2026,tempus_results,2025_Saratoga_Cup_update.pdf,DIVISION 3 Colts,1500,Race 55 SUPER FINAL Heat 3/3 Group A,Brogan Jaxon,01:04.0,64.036,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 1 Heartland W,1500,Race 85 SUPER FINAL Heat 2/2 Group A,Zheng Ryan,00:49.6,49.581,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 1 Heartland W,1500,Race 85 SUPER FINAL Heat 2/2 Group A,Hao Richard,00:50.7,50.659,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 1 Heartland W,1500,Race 85 SUPER FINAL Heat 2/2 Group A,Double Zachary,01:06.5,66.502,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 2 Heartland M,1500,Race 114 SUPER FINAL Heat 2/2 Group A,HE Henry,01:11.8,71.78,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 2 Heartland M,1500,Race 114 SUPER FINAL Heat 2/2 Group A,Marra Jaren,01:13.5,73.529,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 2 Heartland M,1500,Race 114 SUPER FINAL Heat 2/2 Group A,Tucholski Theodore,01:16.8,76.777,TIME_LIKELY_MISLABELED_DIST
5,2025-2026,tempus_results,2026_Empire_State_Short_Track_Heartland_Protocol.pdf,DIVISION 2 Heartland M,1500,Race 114 SUPER FINAL Heat 2/2 Group A,Tucholski Archibald,01:29.4,89.39,TIME_LIKELY_MISLABELED_DIST
186,2018-2019,llm,2019_Gateway_Championships_complete.pdf,,1500,Best Time,Christopher Knickmeyer,01:28.4,88.44,TIME_LIKELY_MISLABELED_DIST
186,2018-2019,llm,2019_Gateway_Championships_complete.pdf,,1500,Best Time,Joseph Britt,01:29.0,88.95,TIME_LIKELY_MISLABELED_DIST
186,2018-2019,llm,2019_Gateway_Championships_complete.pdf,,1500,Best Time,Ryan Olijnyk,01:32.2,92.23,TIME_LIKELY_MISLABELED_DIST
186,2018-2019,llm,2019_Gateway_Championships_complete.pdf,,1500,Best Time,Cooper Dunn,01:33.0,92.98,TIME_LIKELY_MISLABELED_DIST
186,2018-2019,llm,2019_Gateway_Championships_complete.pdf,,1500,Best Time,Kaitlyn Thornton,01:39.2,99.15,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Samir Ouchikh,01:40.5,100.48,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Xavier Babkine-Osterrath,01:40.7,100.7,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 3,Sofya Koons,01:48.1,108.13,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 3,Diana Bickmore,01:48.6,108.64,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Tiffany Zhang,01:51.0,111.01,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Sasha Mensah,01:51.5,111.49,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 2,Therese Sowa,01:51.8,111.8,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 2,Keegan Levine,01:52.1,112.14,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 3,Tatyana Pometun,01:52.6,112.61,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 2,Daniel Butler,01:54.0,113.95,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 1,JinSung Kim,01:54.5,114.51,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 2,Jamie Jung,01:55.5,115.45,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 1,Ilchan Bae,01:55.6,115.64,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 1,Jesse Hoffman,01:55.8,115.84,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 1,Adam Rosenfeld,01:56.2,116.17,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2,1500,Heat 2,Julien Chambert,01:56.3,116.32,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Sarah Girach,01:56.7,116.67,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 2,Zachary Double,01:57.0,116.95,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 2,Ethan Zheng,01:57.3,117.28,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A,1500,Heat 1,Sara Cushman,01:57.8,117.83,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 2,Elliana Cho,01:58.2,118.23,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 1,Richard Hao,01:58.4,118.36,TIME_LIKELY_MISLABELED_DIST
84,2023-2024,llm,2023_baystate-championships.pdf,Group A Picking 2+(1),1500,Heat 2,Heather Polsinelli,01:58.9,118.92,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,LI Lucas,01:51.7,111.69,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,Ranta Loki,01:52.9,112.87,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,WU Julia,01:52.9,112.89,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,Peck Hayden,01:56.4,116.36,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,Zheng Ethan,01:57.1,117.11,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,Myers Liam,01:57.7,117.65,TIME_LIKELY_MISLABELED_DIST
88,2023-2024,tempus_results,2023_Saratoga_Cup_&_NEST_1.pdf,DIVISION 2 NEST Women,1500,Race 98 SUPER FINAL Heat 2 Group A,Hartshorn Jacoby,01:58.0,118.02,TIME_LIKELY_MISLABELED_DIST
